,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
352,369,705.115444388,1.1.1.1,Target,TCP,60,443  >  51034 [ACK] Seq=2737 Ack=797 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,797,65535,0,5.920000000969594e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,253,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06,0.0001997949999577031,2.308000000539323e-05,0.038025238999921385,0.00012064500003816647,0.00032594999993307283
353,370,705.16998314,1.1.1.1,Target,TLSv1.3,1108,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.054538751999984925,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,253,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06,0.0001997949999577031,2.308000000539323e-05,0.038025238999921385,0.00012064500003816647
354,371,705.17010607,1.1.1.1,Target,TCP,60,"443  >  51034 [FIN, ACK] Seq=3791 Ack=797 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3791,797,65535,0,0.00012292999997498555,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1108,60,60,253,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06,0.0001997949999577031,2.308000000539323e-05,0.038025238999921385
355,372,705.17045397,Target,1.1.1.1,TCP,54,"51034  >  443 [FIN, ACK] Seq=797 Ack=3792 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",797,3792,36920,0,0.0003479000000652377,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1108,60,60,253,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06,0.0001997949999577031,2.308000000539323e-05
356,373,705.17055902,1.1.1.1,Target,TCP,60,443  >  51034 [ACK] Seq=3792 Ack=798 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3792,798,65535,0,0.00010505000000193832,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1108,60,60,253,134,54,1330,True,False,False,False,False,True,True,True,False,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06,0.0001997949999577031
357,374,731.199756006,Target,1.1.1.1,TCP,74,51036  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405838900 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,26.029196985999988,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1108,60,60,253,134,54,False,True,False,False,False,False,True,True,True,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544,7.640000035280536e-06
358,375,731.2268312719999,1.1.1.1,Target,TCP,60,"443  >  51036 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.027075265999883413,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1108,60,60,253,134,True,False,True,False,False,False,False,True,True,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828,0.0004912040001272544
359,376,731.226871162,Target,1.1.1.1,TCP,54,51036  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,3.989000003912224e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1108,60,60,253,False,True,False,True,False,False,False,False,True,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06,0.00010194000003593828
360,377,731.227159157,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.00028799500000786793,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1108,60,60,True,False,True,False,True,False,False,False,False,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05,5.629999918710382e-06
361,378,731.2273051369999,1.1.1.1,Target,TCP,60,443  >  51036 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00014597999995658029,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1108,60,True,True,False,True,False,True,False,False,False,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925,5.920000000969594e-05
362,379,731.256747232,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.029442095000035806,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1108,False,True,True,False,True,False,True,False,False,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555,0.054538751999984925
363,380,731.256768332,Target,1.1.1.1,TCP,54,51036  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.1100000026308408e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377,0.00012292999997498555
364,381,731.2569151010001,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.000146769000139102,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832,0.0003479000000652377
365,382,731.2569220710001,Target,1.1.1.1,TCP,54,51036  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,6.969999958528206e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988,0.00010505000000193832
366,383,731.2574442360001,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0005221650000066802,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413,26.029196985999988
367,384,731.2575463060001,Target,1.1.1.1,TLSv1.3,253,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,0.00010207000002537825,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05,0.027075265999883413
368,385,731.257569671,1.1.1.1,Target,TCP,60,443  >  51036 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,2.3364999947261822e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,253,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793,3.989000003912224e-05
369,386,731.257651826,1.1.1.1,Target,TCP,60,443  >  51036 [ACK] Seq=2737 Ack=797 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,797,65535,0,8.21549999727722e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,253,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029,0.00028799500000786793
370,387,731.3037102789999,1.1.1.1,Target,TLSv1.3,1108,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.04605845299988687,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,253,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806,0.00014597999995658029
371,388,731.3038646489999,1.1.1.1,Target,TCP,60,"443  >  51036 [FIN, ACK] Seq=3791 Ack=797 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3791,797,65535,0,0.00015437000001838896,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1108,60,60,253,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05,0.029442095000035806
372,389,731.304230373,Target,1.1.1.1,TCP,54,"51036  >  443 [FIN, ACK] Seq=797 Ack=3792 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",797,3792,36920,0,0.0003657240000620732,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1108,60,60,253,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102,2.1100000026308408e-05
373,390,731.3043494230001,1.1.1.1,Target,TCP,60,443  >  51036 [ACK] Seq=3792 Ack=798 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3792,798,65535,0,0.00011905000008027855,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1108,60,60,253,134,54,1330,True,False,False,False,False,True,True,True,False,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06,0.000146769000139102
374,391,790.327498653,Target,1.1.1.1,TCP,74,51042  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405898028 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,59.023149229999945,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1108,60,60,253,134,54,False,True,False,False,False,False,True,True,True,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802,6.969999958528206e-06
375,392,790.3641792330001,1.1.1.1,Target,TCP,60,"443  >  51042 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03668058000005203,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1108,60,60,253,134,True,False,True,False,False,False,False,True,True,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825,0.0005221650000066802
376,393,790.364226043,Target,1.1.1.1,TCP,54,51042  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.680999995798629e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1108,60,60,253,False,True,False,True,False,False,False,False,True,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05,0.00010207000002537825
377,394,790.364520797,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,5,Client Hello,,,,,,0.0002947539999240689,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1108,60,60,True,False,True,False,True,False,False,False,False,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05,2.3364999947261822e-05
378,395,790.364630657,1.1.1.1,Target,TCP,60,443  >  51042 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.00010986000006596441,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1108,60,True,True,False,True,False,True,False,False,False,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687,8.21549999727722e-05
379,396,790.402939786,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,5,"Server Hello, Change Cipher Spec",,,,,,0.03830912900002659,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1108,False,True,True,False,True,False,True,False,False,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896,0.04605845299988687
380,397,790.4029628760001,Target,1.1.1.1,TCP,54,51042  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3090000013326062e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732,0.00015437000001838896
381,398,790.403144706,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,5,Application Data,,,,,,0.00018182999997407023,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855,0.0003657240000620732
382,399,790.403151146,Target,1.1.1.1,TCP,54,51042  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,6.43999999283551e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945,0.00011905000008027855
383,400,790.40366767,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,5,"Change Cipher Spec, Application Data",,,,,,0.0005165239999769256,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203,59.023149229999945
384,401,790.40377388,Target,1.1.1.1,TLSv1.3,251,Application Data,True,Linux,Python,Exfiltration,5,Application Data,,,,,,0.00010621000001265202,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05,0.03668058000005203
385,402,790.403781555,1.1.1.1,Target,TCP,60,443  >  51042 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,7.675000006202026e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,251,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689,4.680999995798629e-05
386,403,790.403858655,1.1.1.1,Target,TCP,60,443  >  51042 [ACK] Seq=2737 Ack=795 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,795,65535,0,7.709999999860884e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,251,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441,0.0002947539999240689
387,404,790.458366488,1.1.1.1,Target,TLSv1.3,1104,"Application Data, Application Data",False,,,Exfiltration,5,"Application Data, Application Data",,,,,,0.05450783300000239,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,251,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659,0.00010986000006596441
388,405,790.4585672769999,1.1.1.1,Target,TCP,60,"443  >  51042 [FIN, ACK] Seq=3787 Ack=795 Win=65535 Len=0",False,,,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3787,795,65535,0,0.00020078899990494392,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1104,60,60,251,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.05450783300000239,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05,0.03830912900002659
389,406,790.459000232,Target,1.1.1.1,TCP,54,"51042  >  443 [FIN, ACK] Seq=795 Ack=3788 Win=36920 Len=0",True,Linux,Python,Exfiltration,5,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",795,3788,36920,0,0.00043295500006479415,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1104,60,60,251,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00020078899990494392,0.05450783300000239,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023,2.3090000013326062e-05
390,407,790.459138637,1.1.1.1,Target,TCP,60,443  >  51042 [ACK] Seq=3788 Ack=796 Win=65535 Len=0,False,,,Exfiltration,5,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3788,796,65535,0,0.00013840500002970657,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1104,60,60,251,134,54,1330,True,False,False,False,False,True,True,True,False,0.00043295500006479415,0.00020078899990494392,0.05450783300000239,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06,0.00018182999997407023
391,408,839.4864042930001,Target,1.1.1.1,TCP,74,51044  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1405947187 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,5,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,49.027265656000054,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1104,60,60,251,134,54,False,True,False,False,False,False,True,True,True,0.00013840500002970657,0.00043295500006479415,0.00020078899990494392,0.05450783300000239,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256,6.43999999283551e-06
392,409,839.521974233,1.1.1.1,Target,TCP,60,"443  >  51044 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,5,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03556993999995939,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1104,60,60,251,134,True,False,True,False,False,False,False,True,True,49.027265656000054,0.00013840500002970657,0.00043295500006479415,0.00020078899990494392,0.05450783300000239,7.709999999860884e-05,7.675000006202026e-06,0.00010621000001265202,0.0005165239999769256
