,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
1511,1512,11.326610075,1.1.1.1,Target,TCP,60,"443  >  50554 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.0001690300000003475,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254,0.0004895239999989087,7.07999999960407e-06,0.00021022000000137098,2.214999999949896e-05,0.029438836000000634
1512,1513,11.326985573,Target,1.1.1.1,TCP,54,"50554  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.0003754980000003627,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254,0.0004895239999989087,7.07999999960407e-06,0.00021022000000137098,2.214999999949896e-05
1513,1514,11.327117595,1.1.1.1,Target,TCP,60,443  >  50554 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00013202200000073105,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254,0.0004895239999989087,7.07999999960407e-06,0.00021022000000137098
1514,1515,11.327503132999999,Target,1.1.1.1,TCP,74,50556  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403857122 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.0003855379999979647,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254,0.0004895239999989087,7.07999999960407e-06
1515,1516,11.354985236,1.1.1.1,Target,TCP,60,"443  >  50556 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.027482103000000535,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254,0.0004895239999989087
1516,1517,11.355038205,Target,1.1.1.1,TCP,54,50556  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.296900000040239e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06,0.00010183999999924254
1517,1518,11.355392505,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0003542999999996965,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05,8.525000000147998e-06
1518,1519,11.355540195,1.1.1.1,Target,TCP,60,443  >  50556 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0001476900000003667,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234,7.32800000005085e-05
1519,1520,11.385319275,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.029779080000000846,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475,0.047172701999999234
1520,1521,11.385342675,Target,1.1.1.1,TCP,54,50556  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,2.3399999999895726e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627,0.0001690300000003475
1521,1522,11.38557354,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.0002308649999989143,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105,0.0003754980000003627
1522,1523,11.38559852,Target,1.1.1.1,TCP,54,50556  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,2.4980000000951463e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647,0.00013202200000073105
1523,1524,11.386025714,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.00042719400000024166,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535,0.0003855379999979647
1524,1525,11.386116394,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,9.067999999956555e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05,0.027482103000000535
1525,1526,11.386161944000001,1.1.1.1,Target,TCP,60,443  >  50556 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,4.555000000117104e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,279,134,54,1330,54,1514,60,571,54,True,True,True,False,True,False,False,True,True,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965,5.296900000040239e-05
1526,1527,11.386249874,1.1.1.1,Target,TCP,60,443  >  50556 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,8.792999999940321e-05,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,60,279,134,54,1330,54,1514,60,571,False,True,True,True,False,True,False,False,True,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667,0.0003542999999996965
1527,1528,11.433572467000001,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.047322593000000523,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,60,279,134,54,1330,54,1514,60,False,False,True,True,True,False,True,False,False,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846,0.0001476900000003667
1528,1529,11.433742665999999,1.1.1.1,Target,TCP,60,"443  >  50556 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00017019899999759502,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,60,279,134,54,1330,54,1514,False,False,False,True,True,True,False,True,False,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05,0.029779080000000846
1529,1530,11.434029761,Target,1.1.1.1,TCP,54,"50556  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.00028709500000090316,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,60,279,134,54,1330,54,False,False,False,False,True,True,True,False,True,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143,2.3399999999895726e-05
1530,1531,11.434173415999998,1.1.1.1,Target,TCP,60,443  >  50556 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00014365499999868803,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,60,279,134,54,1330,True,False,False,False,False,True,True,True,False,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05,0.0002308649999989143
1531,1532,11.434543780999999,Target,1.1.1.1,TCP,74,50558  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403857229 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.00037036500000020567,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,TCP,60,54,60,1160,60,60,279,134,54,False,True,False,False,False,False,True,True,True,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166,2.4980000000951463e-05
1532,1533,11.465247479,1.1.1.1,Target,TCP,60,"443  >  50558 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.030703698000001722,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,TLSv1.3,74,60,54,60,1160,60,60,279,134,True,False,True,False,False,False,False,True,True,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05,0.00042719400000024166
1533,1534,11.465302889,Target,1.1.1.1,TCP,54,50558  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,5.5409999999866955e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,TLSv1.3,60,74,60,54,60,1160,60,60,279,False,True,False,True,False,False,False,False,True,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05,9.067999999956555e-05
1534,1535,11.465624619000002,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.0003217300000013523,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TCP,54,60,74,60,54,60,1160,60,60,True,False,True,False,True,False,False,False,False,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05,4.555000000117104e-05
1535,1536,11.468043747000001,1.1.1.1,Target,TCP,60,443  >  50558 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.0024191279999996596,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523,8.792999999940321e-05
1536,1537,11.501692754,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.03364900699999929,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502,0.047322593000000523
1537,1538,11.501726514000001,Target,1.1.1.1,TCP,54,50558  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,3.3760000000881973e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316,0.00017019899999759502
1538,1539,11.502180194000001,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.0004536799999996788,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803,0.00028709500000090316
1539,1540,11.502197154000001,Target,1.1.1.1,TCP,54,50558  >  443 [ACK] Seq=518 Ack=2737 Win=34080 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,2737,34080,0,1.695999999995479e-05,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,1330,54,1514,60,571,54,60,74,60,False,True,False,False,True,True,False,True,False,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567,0.00014365499999868803
1540,1541,11.502785693,Target,1.1.1.1,TLSv1.3,134,"Change Cipher Spec, Application Data",True,Linux,Python,Exfiltration,3,"Change Cipher Spec, Application Data",,,,,,0.0005885389999988888,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,54,1330,54,1514,60,571,54,60,74,True,False,True,False,False,True,True,False,True,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722,0.00037036500000020567
1541,1542,11.503152013,1.1.1.1,Target,TCP,60,443  >  50558 [ACK] Seq=2737 Ack=598 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,598,65535,0,0.00036631999999947595,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,134,54,1330,54,1514,60,571,54,60,True,True,False,True,False,False,True,True,False,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05,0.030703698000001722
1542,1543,11.503166723,Target,1.1.1.1,TLSv1.3,279,Application Data,True,Linux,Python,Exfiltration,3,Application Data,,,,,,1.4710000000306422e-05,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,134,54,1330,54,1514,60,571,54,False,True,True,False,True,False,False,True,True,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523,5.5409999999866955e-05
1543,1544,11.503273833,1.1.1.1,Target,TCP,60,443  >  50558 [ACK] Seq=2737 Ack=823 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],2737,823,65535,0,0.00010711000000007687,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,279,60,134,54,1330,54,1514,60,571,True,False,True,True,False,True,False,False,True,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596,0.0003217300000013523
1544,1545,11.563177027,1.1.1.1,Target,TLSv1.3,1160,"Application Data, Application Data",False,,,Exfiltration,3,"Application Data, Application Data",,,,,,0.059903194000000326,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,279,60,134,54,1330,54,1514,60,False,True,False,True,True,False,True,False,False,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929,0.0024191279999996596
1545,1546,11.563330627000001,1.1.1.1,Target,TCP,60,"443  >  50558 [FIN, ACK] Seq=3843 Ack=823 Win=65535 Len=0",False,,,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",3843,823,65535,0,0.00015360000000086416,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1160,60,279,60,134,54,1330,54,1514,False,False,True,False,True,True,False,True,False,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05,0.03364900699999929
1546,1547,11.563671491,Target,1.1.1.1,TCP,54,"50558  >  443 [FIN, ACK] Seq=823 Ack=3844 Win=36920 Len=0",True,Linux,Python,Exfiltration,3,"  >   [FIN, ACK] Seq= Ack= Win= Len=","[FIN, ACK]",823,3844,36920,0,0.0003408639999982199,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,1160,60,279,60,134,54,1330,54,False,False,False,True,False,True,True,False,True,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788,3.3760000000881973e-05
1547,1548,11.563829690999999,1.1.1.1,Target,TCP,60,443  >  50558 [ACK] Seq=3844 Ack=824 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],3844,824,65535,0,0.00015819999999955314,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,60,1160,60,279,60,134,54,1330,True,False,False,False,True,False,True,True,False,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05,0.0004536799999996788
1548,1549,11.564188890999999,Target,1.1.1.1,TCP,74,50560  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=1403857359 TSecr=0 WS=1024,True,Linux,Python,Exfiltration,3,  >   [SYN] Seq= Win= Len= MSS= SACK_PERM= TSval= TSecr= WS=,[SYN],0,,29200,0,0.000359200000000115,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,54,60,1160,60,279,60,134,54,False,True,False,False,False,True,False,True,True,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888,1.695999999995479e-05
1549,1550,11.599973405999998,1.1.1.1,Target,TCP,60,"443  >  50560 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460",False,,,Exfiltration,3,"  >   [SYN, ACK] Seq= Ack= Win= Len= MSS=","[SYN, ACK]",0,1,65535,0,0.03578451499999957,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,74,60,54,60,1160,60,279,60,134,True,False,True,False,False,False,True,False,True,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595,0.0005885389999988888
1550,1551,11.600022485999999,Target,1.1.1.1,TCP,54,50560  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,1,29200,0,4.9080000000145674e-05,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,TCP,60,74,60,54,60,1160,60,279,60,False,True,False,True,False,False,False,True,False,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05,0.00036631999999947595
1551,1552,11.600335614,Target,1.1.1.1,TLSv1.3,571,Client Hello,True,Linux,Python,Exfiltration,3,Client Hello,,,,,,0.00031312800000193874,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,TLSv1.3,54,60,74,60,54,60,1160,60,279,True,False,True,False,True,False,False,False,True,4.9080000000145674e-05,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687,1.4710000000306422e-05
1552,1553,11.612117198,1.1.1.1,Target,TCP,60,443  >  50560 [ACK] Seq=1 Ack=518 Win=65535 Len=0,False,,,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],1,518,65535,0,0.011781583999999512,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,TCP,571,54,60,74,60,54,60,1160,60,True,True,False,True,False,True,False,False,False,0.00031312800000193874,4.9080000000145674e-05,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326,0.00010711000000007687
1553,1554,11.639024049000001,1.1.1.1,Target,TLSv1.3,1514,"Server Hello, Change Cipher Spec",False,,,Exfiltration,3,"Server Hello, Change Cipher Spec",,,,,,0.026906851000001453,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,TLSv1.3,60,571,54,60,74,60,54,60,1160,False,True,True,False,True,False,True,False,False,0.011781583999999512,0.00031312800000193874,4.9080000000145674e-05,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416,0.059903194000000326
1554,1555,11.639058409,Target,1.1.1.1,TCP,54,50560  >  443 [ACK] Seq=518 Ack=1461 Win=31240 Len=0,True,Linux,Python,Exfiltration,3,  >   [ACK] Seq= Ack= Win= Len=,[ACK],518,1461,31240,0,3.435999999901185e-05,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,TCP,1514,60,571,54,60,74,60,54,60,False,False,True,True,False,True,False,True,False,0.026906851000001453,0.011781583999999512,0.00031312800000193874,4.9080000000145674e-05,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199,0.00015360000000086416
1555,1556,11.639241184000001,1.1.1.1,Target,TLSv1.3,1330,Application Data,False,,,Exfiltration,3,Application Data,,,,,,0.00018277500000074554,TCP,TLSv1.3,TCP,TLSv1.3,TCP,TCP,TCP,TCP,TCP,54,1514,60,571,54,60,74,60,54,True,False,False,True,True,False,True,False,True,3.435999999901185e-05,0.026906851000001453,0.011781583999999512,0.00031312800000193874,4.9080000000145674e-05,0.03578451499999957,0.000359200000000115,0.00015819999999955314,0.0003408639999982199
